t,pos_x,vel_x,pos_y,vel_y,pos_z,vel_z,meas_ax,meas_ay,meas_az
123.993,0,0,0,0,0,0,10.112,-9.80052,25.1451
124.09,0,0,0,0,0,0,12.2376,-12.6537,16.9301
124.19,0,0,0,0,0,0,13.4249,-12.5006,12.5642
124.285,0,0,0,0,0,0,15.0908,-5.58772,7.24066
124.38,0,0,0,0,0,0,18.1547,-16.0048,8.48536
124.48,0,0,0,0,0,0,18.327,-25.4836,-10.2999
124.579,0,0,0,0,0,0,12.5057,-23.4156,-15.4128
124.677,0,0,0,0,0,0,11.2036,-28.4135,0.366132
124.775,0,0,0,0,0,0,14.6696,-23.4921,22.6174
124.875,0,0,0,0,0,0,19.5717,-15.6027,16.9492
124.97,0,0,0,0,0,0,22.6165,-9.43669,7.25981
125.065,0,0,0,0,0,0,18.6334,-3.7494,-5.51265
125.165,0,0,0,0,0,0,11.9503,0.827242,-7.7914
125.26,0,0,0,0,0,0,4.69288,2.03363,-13.1531
125.355,0,0,0,0,0,0,1.13114,4.27408,-12.2914
125.455,0,0,0,0,0,0,-0.534834,7.24219,-5.95308
125.555,0,0,0,0,0,0,0.346025,13.1785,-5.09137
125.649,0,0,0,0,0,0,-3.56039,13.4082,-2.54454
125.755,0,0,0,0,0,0,-3.96252,16.7593,2.08955
125.85,0,0,0,0,0,0,-2.77528,13.8678,2.39594
125.945,0,0,0,0,0,0,-1.95187,7.28049,4.48319
126.045,0,0,0,0,0,0,-5.14977,7.85497,6.78108
126.141,0,0,0,0,0,0,-7.16043,-0.0727668,8.23642
126.24,0,0,0,0,0,0,-6.01148,-11.6963,-2.00836
126.335,0,0,0,0,0,0,-8.38597,-17.6325,-11.7361
126.43,0,0,0,0,0,0,-8.46257,-15.1815,-16.1595
126.529,0,0,0,0,0,0,-5.78169,-12.3282,-12.2914
126.625,0,0,0,0,0,0,-4.28806,-9.8771,-8.8829
126.72,0,0,0,0,0,0,-4.63274,-7.17709,-8.38502
126.817,0,0,0,0,0,0,-1.99016,-4.40047,-7.48501
126.915,0,0,0,0,0,0,0.23113,-1.35576,-8.27012
127.01,0,0,0,0,0,0,-2.25825,-2.02598,-7.6765
127.103,0,0,0,0,0,0,0.537516,-2.63875,-2.16156
127.2,0,0,0,0,0,0,2.83541,-3.46216,1.26614
127.295,0,0,0,0,0,0,3.46733,-1.94938,1.85976
127.392,0,0,0,0,0,0,3.69712,-2.67705,4.06191
127.49,0,0,0,0,0,0,2.95031,-4.40047,6.20661
127.59,0,0,0,0,0,0,2.50988,-12.0601,16.5471
127.685,0,0,0,0,0,0,6.10991,-8.30689,25.1068
127.78,0,0,0,0,0,0,10.3419,-7.48348,16.7961
127.876,0,0,0,0,0,0,17.676,-6.31538,4.59808
127.97,0,0,0,0,0,0,19.2654,-1.27917,1.22784
128.068,0,0,0,0,0,0,18.4037,1.65065,1.74487
128.165,0,0,0,0,0,0,10.8206,7.93156,6.93428
128.26,0,0,0,0,0,0,-16.601,8.71668,41.2304
128.358,0,0,0,0,0,0,-9.40087,12.1444,27.5962
128.455,0,0,0,0,0,0,1.22689,5.61452,11.4152
128.548,0,0,0,0,0,0,-2.52634,9.55924,9.57686
128.645,0,0,0,0,0,0,-3.11996,10.1911,-2.65943
128.741,0,0,0,0,0,0,-1.64548,2.60811,-14.8
128.837,0,0,0,0,0,0,-3.42635,0.348514,-10.434
128.935,0,0,0,0,0,0,-7.39022,3.62301,-18.2085
129.032,0,0,0,0,0,0,-8.42427,6.05495,-7.88714
129.13,0,0,0,0,0,0,-10.952,4.35068,-13.8234
129.225,0,0,0,0,0,0,-8.76895,2.89534,-8.78715
129.322,0,0,0,0,0,0,-6.72,6.87836,-4.74669
129.42,0,0,0,0,0,0,-5.89658,4.65706,3.77467
129.52,0,0,0,0,0,0,-4.70934,-3.11748,4.63638
129.615,0,0,0,0,0,0,-3.94337,-8.0771,-0.0359997
129.71,0,0,0,0,0,0,-3.52209,-5.70261,-9.61056
129.81,0,0,0,0,0,0,-4.70934,-0.781284,-16.2745
129.91,0,0,0,0,0,0,-4.3838,2.55066,-12.9617
130.005,0,0,0,0,0,0,-3.3306,2.7613,-7.52331
130.105,0,0,0,0,0,0,-3.2923,0.310216,-5.83819
130.2,0,0,0,0,0,0,-2.52634,-1.643,-2.64028
130.3,0,0,0,0,0,0,-1.47314,0.157023,-1.77857
130.4,0,0,0,0,0,0,-1.77952,-0.608942,3.41084
130.495,0,0,0,0,0,0,-0.99441,-0.513196,5.32575
130.593,0,0,0,0,0,0,1.57157,0.86554,7.35556
130.69,0,0,0,0,0,0,1.55242,-2.14088,8.52365
130.784,0,0,0,0,0,0,-0.898668,-6.71752,28.8409
130.882,0,0,0,0,0,0,6.35885,-7.88561,27.2324
130.98,0,0,0,0,0,0,13.1568,-6.83241,17.1216
131.08,0,0,0,0,0,0,17.8483,-9.05371,15.4365
131.175,0,0,0,0,0,0,16.5461,-11.2559,2.31934
131.275,0,0,0,0,0,0,2.0503,13.4657,-43.313
131.37,0,0,0,0,0,0,-2.44974,15.5337,-35.0598
131.47,0,0,0,0,0,0,1.74391,11.6657,-19.2617
131.565,0,0,0,0,0,0,4.90352,19.6125,-10.7404
131.665,0,0,0,0,0,0,3.90776,12.9677,4.11936
131.76,0,0,0,0,0,0,4.34819,5.42303,11.7216
131.86,0,0,0,0,0,0,2.68222,0.693198,14.4216
131.958,0,0,0,0,0,0,-2.12421,-0.398302,16.9492
132.055,0,0,0,0,0,0,0.729008,0.0612771,8.31301
132.151,0,0,0,0,0,0,3.85032,2.05278,2.30019
132.25,0,0,0,0,0,0,3.96521,2.6464,1.28529
132.346,0,0,0,0,0,0,3.33329,4.48472,2.30019
132.445,0,0,0,0,0,0,1.43753,6.91666,2.52998
132.545,0,0,0,0,0,0,0.958797,13.6188,3.54488
132.643,0,0,0,0,0,0,2.81626,23.8254,12.6599
132.741,0,0,0,0,0,0,8.88654,16.1657,17.1216
132.835,0,0,0,0,0,0,14.2675,1.17192,5.90022
132.935,0,0,0,0,0,0,14.2291,-1.83449,2.47253
133.033,0,0,0,0,0,0,-8.48172,6.13154,-9.30418
133.13,0,0,0,0,0,0,-14.2073,52.549,-17.6532
133.225,0,0,0,0,0,0,-1.45399,27.4253,-2.219
133.32,0,0,0,0,0,0,2.77797,17.2189,4.92362
133.415,0,0,0,0,0,0,11.4525,10.938,-15.7
133.515,0,0,0,0,0,0,-3.15826,-10.4324,-25.332
133.61,0,0,0,0,0,0,-4.76679,2.6464,-22.632
133.706,0,0,0,0,0,0,-3.38805,6.66772,-11.0467
133.805,0,0,0,0,0,0,-3.00507,12.1826,-2.48709
133.9,0,0,0,0,0,0,-2.33485,3.94854,2.51083
133.995,0,0,0,0,0,0,0.958797,0.386812,1.45763
134.095,0,0,0,0,0,0,-1.74123,2.53151,2.77892
134.19,0,0,0,0,0,0,-0.783773,-3.94089,5.40235
134.285,0,0,0,0,0,0,-3.34975,-7.73242,6.30236
134.379,0,0,0,0,0,0,-3.04337,-7.21539,1.53423
134.475,0,0,0,0,0,0,-2.87102,-0.360003,-2.10411
134.575,0,0,0,0,0,0,-5.09232,9.40604,-1.1658
134.671,0,0,0,0,0,0,-8.96044,18.7125,1.87891
134.722,0,0,0,0,0,0,-9.03704,16.3188,4.88532
134.865,0,0,0,0,0,0,-9.03704,13.2358,-11.5255
134.96,0,0,0,0,0,0,-0.707176,4.17833,0.749114
135.056,0,0,0,0,0,0,0.288578,1.40171,0.461877
135.155,0,0,0,0,0,0,0.116236,4.25493,-0.418982
135.25,0,0,0,0,0,0,-0.63058,5.19324,1.40018
135.35,0,0,0,0,0,0,-6.27957,14.2508,29.7409
135.445,0,0,0,0,0,0,-0.305045,26.5636,23.0578
135.545,0,0,0,0,0,0,7.98653,16.0125,-2.73603
135.643,0,0,0,0,0,0,5.61204,-21.5581,-3.86583
135.741,0,0,0,0,0,0,-3.31145,-28.605,20.8365
135.84,0,0,0,0,0,0,-2.04761,-21.1942,20.2429
135.94,0,0,0,0,0,0,4.53969,-13.0751,11.0322
136.04,0,0,0,0,0,0,8.84824,-4.72601,3.90872
136.14,0,0,0,0,0,0,8.92483,-2.31322,2.43423
136.235,0,0,0,0,0,0,7.98653,-2.46641,3.42999
136.333,0,0,0,0,0,0,7.31631,-2.54301,2.81722
136.431,0,0,0,0,0,0,6.43545,-3.55791,1.53423
136.53,0,0,0,0,0,0,6.26311,-4.26643,-1.72113
136.629,0,0,0,0,0,0,5.80353,-2.6579,-2.81263
136.725,0,0,0,0,0,0,18.3653,-11.6005,-19.3
136.826,0,0,0,0,0,0,26.1016,1.91874,-30.8661
136.925,0,0,0,0,0,0,3.73542,-3.23238,2.75977
137.02,0,0,0,0,0,0,29.7399,21.336,-8.00204
137.12,0,0,0,0,0,0,-14.2073,21.2402,6.91513
137.217,0,0,0,0,0,0,-7.96469,39.6425,-30.9236
137.315,0,0,0,0,0,0,-1.49229,14.5954,-12.3106
137.415,0,0,0,0,0,0,2.22264,1.6315,0.557623
137.51,0,0,0,0,0,0,0.116236,5.00175,5.90022
137.607,0,0,0,0,0,0,-1.41569,10.6698,9.04068
137.705,0,0,0,0,0,0,3.63968,26.2764,11.7216
137.801,0,0,0,0,0,0,7.35461,22.1785,0.787412
137.9,0,0,0,0,0,0,10.744,18.8657,-2.2956
137.997,0,0,0,0,0,0,3.96521,28.8615,0.270386
138.095,0,0,0,0,0,0,1.59072,34.051,-10.3957
138.192,0,0,0,0,0,0,10.361,6.76347,-3.52114
138.293,0,0,0,0,0,0,10.8398,1.5549,-8.09778
138.393,0,0,0,0,0,0,11.8163,5.94005,-8.09778
138.49,0,0,0,0,0,0,12.0653,5.57622,-7.7914
138.584,0,0,0,0,0,0,6.72269,10.4592,-6.64245
138.685,0,0,0,0,0,0,5.53544,8.79327,-2.85092
138.78,0,0,0,0,0,0,4.59713,7.37624,-2.27645
138.877,0,0,0,0,0,0,3.81202,2.85704,-1.37644
138.975,0,0,0,0,0,0,0.652411,10.1337,-2.81263
139.07,0,0,0,0,0,0,-3.54124,31.7914,-14.9723
139.165,0,0,0,0,0,0,4.86522,11.8188,-1.79772
139.26,0,0,0,0,0,0,-0.783773,5.88261,7.14492
139.356,0,0,0,0,0,0,-5.20722,-4.11323,12.4301
139.455,0,0,0,0,0,0,-5.20722,-3.88345,11.4152
139.548,0,0,0,0,0,0,-6.77744,11.5508,2.83637
139.645,0,0,0,0,0,0,-10.569,9.71243,19.1322
139.743,0,0,0,0,0,0,-3.96252,13.9636,8.5428
139.843,0,0,0,0,0,0,-1.79867,15.4955,7.33641
139.935,0,0,0,0,0,0,2.79712,7.64432,6.32151
140.033,0,0,0,0,0,0,3.69712,-2.16002,8.04493
140.13,0,0,0,0,0,0,3.50563,-9.53244,11.396
140.225,0,0,0,0,0,0,4.29075,-4.57281,9.25132
140.32,0,0,0,0,0,0,3.96521,-3.32812,9.48111
140.412,0,0,0,0,0,0,5.66948,0.271918,4.71298
140.515,0,0,0,0,0,0,4.52054,12.872,13.0429
140.61,0,0,0,0,0,0,9.67165,25.4913,17.6387
140.705,0,0,0,0,0,0,12.3526,19.8614,17.9259
140.802,0,0,0,0,0,0,18.8633,9.11881,11.8365
140.9,0,0,0,0,0,0,22.3866,4.906,10.9556
140.995,0,0,0,0,0,0,20.9122,-7.90476,10.496
141.09,0,0,0,0,0,0,8.31206,-22.6879,-25.0256
141.185,0,0,0,0,0,0,-2.354,-23.7411,-27.0171
141.282,0,0,0,0,0,0,0.0587881,-12.7303,-8.46162
141.38,0,0,0,0,0,0,2.16519,-3.32812,1.62997
141.475,0,0,0,0,0,0,2.50988,-1.26002,2.45338
141.572,0,0,0,0,0,0,3.2184,0.769795,1.70657
141.67,0,0,0,0,0,0,7.60354,-0.360003,20.5493
141.766,0,0,0,0,0,0,2.24179,-3.51961,10.7641
141.86,0,0,0,0,0,0,-1.58803,-4.41962,16.6046
141.955,0,0,0,0,0,0,1.57157,-4.15153,12.2577
142.053,0,0,0,0,0,0,-2.14336,-6.14304,17.7918
142.15,0,0,0,0,0,0,-0.362492,-4.47707,-1.62538
142.245,0,0,0,0,0,0,-15.7775,6.59112,-13.1531
142.34,0,0,0,0,0,0,-18.0563,-13.9175,9.02153
142.436,0,0,0,0,0,0,-11.7946,-22.3815,-6.39351
142.533,0,0,0,0,0,0,-6.33701,-15.6602,-7.33182
142.63,0,0,0,0,0,0,-7.16043,-14.6453,-6.18287
142.725,0,0,0,0,0,0,-3.73273,-8.28774,5.3449
142.818,0,0,0,0,0,0,-3.4455,-12.4622,13.6747
142.915,0,0,0,0,0,0,-0.094405,-0.589793,0.768263
143.015,0,0,0,0,0,0,0.269429,-1.5664,0.84486
143.11,0,0,0,0,0,0,-10.4733,-19.873,-19.8745
143.204,0,0,0,0,0,0,-6.5668,-8.63243,-14.7426
143.305,0,0,0,0,0,0,-10.4733,-4.78345,5.3066
143.4,0,0,0,0,0,0,-1.87527,-9.49414,11.4726
143.497,0,0,0,0,0,0,-1.51144,-2.75365,3.62148
143.595,0,0,0,0,0,0,-0.534834,-2.6196,2.95126
143.692,0,0,0,0,0,0,-1.66463,-7.84731,-4.32541
143.795,0,0,0,0,0,0,-0.649729,-6.56432,-3.92327
143.89,0,0,0,0,0,0,-0.764624,-9.41754,-14.8766
143.984,0,0,0,0,0,0,-5.26466,-2.08343,-8.05948
144.083,0,0,0,0,0,0,-9.13279,23.653,19.1322
144.18,0,0,0,0,0,0,-12.5413,19.8232,20.1854
144.28,0,0,0,0,0,0,-4.74764,22.7147,2.37679
144.375,0,0,0,0,0,0,0.211981,21.2402,0.959754
144.471,0,0,0,0,0,0,5.68863,13.1785,2.24274
144.57,0,0,0,0,0,0,6.55034,8.81242,4.78958
144.668,0,0,0,0,0,0,-2.77528,5.25068,30.4494
144.765,0,0,0,0,0,0,-1.85612,12.987,14.8621
144.86,0,0,0,0,0,0,-10.3966,17.7168,6.45555
144.96,0,0,0,0,0,0,-1.2242,12.0486,10.247
145.055,0,0,0,0,0,0,-0.477387,5.9592,3.65978
145.154,0,0,0,0,0,0,-7.42851,7.74007,9.07898
145.251,0,0,0,0,0,0,2.012,11.9338,6.14916
145.35,0,0,0,0,0,0,-0.324194,-0.0919159,-0.801965
145.445,0,0,0,0,0,0,2.75882,-23.7793,12.4875
145.543,0,0,0,0,0,0,90.1745,12.5656,16.8535
145.641,0,0,0,0,0,0,-0.132703,-3.06003,-0.514728
145.74,0,0,0,0,0,0,4.96097,-6.64092,2.68317
145.835,0,0,0,0,0,0,35.0634,32.1361,5.45979
145.93,0,0,0,0,0,0,-0.132703,-2.6579,4.90447
146.03,0,0,0,0,0,0,-0.094405,-1.85364,-2.56369
146.128,0,0,0,0,0,0,2.66307,-4.72601,3.35339
146.225,0,0,0,0,0,0,-15.6435,-30.5965,35.3707
146.325,0,0,0,0,0,0,-39.9438,-12.1559,6.18746
146.421,0,0,0,0,0,0,-14.3988,5.84431,-22.4596
146.52,0,0,0,0,0,0,-23.667,-1.10682,-3.88498
146.616,0,0,0,0,0,0,-17.2328,2.34002,13.4259
146.715,0,0,0,0,0,0,-18.0563,1.22937,8.19812
146.805,0,0,0,0,0,0,-20.5839,-2.00683,-8.53821
146.9,0,0,0,0,0,0,-18.4968,-4.22813,-9.97442
146.995,0,0,0,0,0,0,-20.1627,1.5932,-0.0934471
147.095,0,0,0,0,0,0,-19.2818,3.58471,-0.24664
147.193,0,0,0,0,0,0,-11.3541,1.07618,-2.19985
147.285,0,0,0,0,0,0,-8.04129,-2.90684,-3.21476
147.385,0,0,0,0,0,0,-2.98592,-3.02174,-3.13816
147.48,0,0,0,0,0,0,-0.956115,-0.800433,-6.33606
147.575,0,0,0,0,0,0,17.2738,-11.1409,-3.32965
147.67,0,0,0,0,0,0,86.249,15.1699,1.22784
147.765,0,0,0,0,0,0,21.1612,0.808093,2.08955
147.862,0,0,0,0,0,0,6.81843,-2.27492,-1.41474
147.96,0,0,0,0,0,0,2.79712,-5.12814,14.4791
148.059,0,0,0,0,0,0,0.173683,-13.0942,4.94277
148.151,0,0,0,0,0,0,0.843902,-1.06852,2.24274
148.255,0,0,0,0,0,0,20.6824,-0.474898,1.34273
148.35,0,0,0,0,0,0,8.98228,-3.67281,-1.45304
148.447,0,0,0,0,0,0,13.3674,-9.64733,2.60658
148.545,0,0,0,0,0,0,16.0674,-11.5623,5.93852
148.643,0,0,0,0,0,0,9.15462,-10.9878,8.73429
148.74,0,0,0,0,0,0,5.3248,-1.48981,9.596
148.835,0,0,0,0,0,0,6.62694,3.31662,7.6045
148.935,0,0,0,0,0,0,16.8526,4.29323,3.58318
149.03,0,0,0,0,0,0,18.4994,3.14428,3.35339
149.127,0,0,0,0,0,0,8.12057,5.21239,4.67468
149.227,0,0,0,0,0,0,2.35669,5.84431,6.4747
149.325,0,0,0,0,0,0,7.29716,4.52302,3.39169
149.425,0,0,0,0,0,0,11.8738,3.39322,1.93636
149.52,0,0,0,0,0,0,12.9462,4.36983,4.48319
149.617,0,0,0,0,0,0,10.4568,2.26342,8.08322
149.715,0,0,0,0,0,0,2.06945,-4.30473,4.59808
149.809,0,0,0,0,0,0,10.2078,-3.02174,1.28529
149.91,0,0,0,0,0,0,14.5547,-3.06003,1.66827
150.01,0,0,0,0,0,0,15.8185,-6.60262,-2.90837
150.105,0,0,0,0,0,0,5.51629,-5.35793,-1.26155
150.203,0,0,0,0,0,0,0.326876,-9.30265,-4.61264
150.3,0,0,0,0,0,0,10.0163,-12.0792,-4.63179
150.4,0,0,0,0,0,0,8.5227,-8.55583,-4.53605
150.5,0,0,0,0,0,0,11.9503,-11.8878,-1.70198
150.595,0,0,0,0,0,0,8.71419,-8.88137,-0.955158
150.695,0,0,0,0,0,0,10.1312,-9.45584,1.70657
150.79,0,0,0,0,0,0,13.9227,-6.18134,3.02786
150.89,0,0,0,0,0,0,8.86739,-3.84515,1.74487
150.986,0,0,0,0,0,0,8.71419,-2.50471,-0.514728
151.085,0,0,0,0,0,0,8.5993,-3.88345,0.40443
151.18,0,0,0,0,0,0,10.2078,-2.19832,-0.24664
151.28,0,0,0,0,0,0,10.2844,-1.77704,-1.37644
151.38,0,0,0,0,0,0,9.11633,-3.44302,-1.85517
151.475,0,0,0,0,0,0,7.04822,-3.02174,-4.03817
151.575,0,0,0,0,0,0,6.53119,-1.33661,-7.6765
151.673,0,0,0,0,0,0,10.4568,-0.589793,-5.43605
151.765,0,0,0,0,0,0,7.08652,-0.666389,-2.42964
151.861,0,0,0,0,0,0,10.7631,-0.168512,-1.66368
151.96,0,0,0,0,0,0,11.4334,-0.4366,-3.71263
152.055,0,0,0,0,0,0,10.9164,-0.704688,-6.29776
152.15,0,0,0,0,0,0,10.4568,-0.398302,-6.06798
152.245,0,0,0,0,0,0,10.495,0.310216,-7.6382
152.343,0,0,0,0,0,0,5.93757,2.09108,-7.94459
152.44,0,0,0,0,0,0,9.7674,2.6464,-11.6595
152.535,0,0,0,0,0,0,19.3802,1.03788,-8.46162
152.635,0,0,0,0,0,0,15.5887,-3.92174,-24.6809
152.73,0,0,0,0,0,0,3.96521,-0.360003,-5.28286
152.825,0,0,0,0,0,0,9.6525,-2.23662,-6.77649
152.921,0,0,0,0,0,0,9.49931,-4.15153,-5.05307
153.021,0,0,0,0,0,0,5.3631,-4.53452,-3.61689
153.12,0,0,0,0,0,0,8.38866,-4.97495,-3.36795
153.215,0,0,0,0,0,0,8.06312,-2.46641,-1.22325
153.315,0,0,0,0,0,0,7.25886,-0.130214,0.576772
153.409,0,0,0,0,0,0,7.23971,0.176172,1.66827
153.51,0,0,0,0,0,0,7.12482,-0.589793,1.91721
153.604,0,0,0,0,0,0,9.28867,-1.41321,3.0853
153.705,0,0,0,0,0,0,10.2462,-1.89194,3.04701
153.799,0,0,0,0,0,0,9.99717,-2.6579,3.04701
153.9,0,0,0,0,0,0,9.5759,-3.11748,1.82146
154,0,0,0,0,0,0,11.1079,-3.90259,0.576772
154.095,0,0,0,0,0,0,11.9887,-4.07494,-0.47643
154.195,0,0,0,0,0,0,9.84394,-2.75365,-1.64453
154.293,0,0,0,0,0,0,9.09718,-1.48981,-2.85092
154.39,0,0,0,0,0,0,8.38866,-0.87703,-3.48284
154.485,0,0,0,0,0,0,8.61845,0.884689,-4.53605
154.585,0,0,0,0,0,0,8.65675,2.49321,-6.18287
154.685,0,0,0,0,0,0,11.0312,3.10598,-7.04458
154.78,0,0,0,0,0,0,10.7249,4.52302,-8.13608
154.876,0,0,0,0,0,0,8.19717,3.50811,-9.57226
154.975,0,0,0,0,0,0,8.42696,1.86129,-8.92119
155.075,0,0,0,0,0,0,11.644,1.47831,-8.42332
155.173,0,0,0,0,0,0,9.46101,-0.589793,-7.7914
155.27,0,0,0,0,0,0,5.3248,-3.21323,-7.82969
155.365,0,0,0,0,0,0,5.03756,-6.33453,-7.7914
155.465,0,0,0,0,0,0,8.23547,-5.43452,-7.12118
155.565,0,0,0,0,0,0,7.96738,-5.20473,-6.10627
155.66,0,0,0,0,0,0,7.64184,-4.03664,-5.24456
155.757,0,0,0,0,0,0,8.65675,-4.89835,-5.70414
155.855,0,0,0,0,0,0,9.02058,-4.38132,-4.45945
155.951,0,0,0,0,0,0,7.71844,-3.48131,-3.86583
156.05,0,0,0,0,0,0,8.50355,-2.98344,-3.44455
156.145,0,0,0,0,0,0,9.80569,-2.98344,-2.54454
156.245,0,0,0,0,0,0,9.7291,-4.03664,-2.12326
156.343,0,0,0,0,0,0,8.31206,-6.10474,-1.79772
156.442,0,0,0,0,0,0,8.82909,-7.38773,0.155491
156.54,0,0,0,0,0,0,9.8823,-8.55583,2.22359
156.635,0,0,0,0,0,0,9.7674,-7.57923,2.60658
156.735,0,0,0,0,0,0,8.19717,-5.70261,1.66827
156.83,0,0,0,0,0,0,14.344,-4.53452,4.40659
156.925,0,0,0,0,0,0,13.1568,-3.21323,6.99172
157.022,0,0,0,0,0,0,9.80569,-4.68771,10.3428
157.115,0,0,0,0,0,0,8.94398,-4.07494,10.4194
157.212,0,0,0,0,0,0,9.25037,-2.7728,10.0364
157.31,0,0,0,0,0,0,11.5482,-1.89194,8.31301
157.405,0,0,0,0,0,0,9.93969,-2.46641,9.32792
157.5,0,0,0,0,0,0,7.96738,-2.83024,8.12152
157.601,0,0,0,0,0,0,7.27801,-2.19832,7.03002
157.695,0,0,0,0,0,0,8.94398,-0.953626,5.2683
157.793,0,0,0,0,0,0,10.3227,-1.41321,2.81722
157.89,0,0,0,0,0,0,8.46526,-2.6579,0.84486
157.985,0,0,0,0,0,0,8.42696,-2.7345,-0.591324
158.08,0,0,0,0,0,0,7.31631,-2.38981,-0.24664
158.178,0,0,0,0,0,0,8.23547,-3.02174,-0.131745
158.275,0,0,0,0,0,0,8.94398,-3.7111,1.11294
158.37,0,0,0,0,0,0,8.94398,-3.17493,3.1619
158.47,0,0,0,0,0,0,10.5716,-1.22172,3.50658
158.565,0,0,0,0,0,0,11.9887,0.578303,2.37679
158.665,0,0,0,0,0,0,8.86739,2.34002,2.49168
158.765,0,0,0,0,0,0,9.6142,3.10598,-0.112596
158.855,0,0,0,0,0,0,9.25037,3.58471,-1.52963
158.959,0,0,0,0,0,0,9.5759,2.37832,-3.13816
159.057,0,0,0,0,0,0,7.27801,1.07618,-3.75093
159.155,0,0,0,0,0,0,7.56525,-0.474898,-4.15306
159.25,0,0,0,0,0,0,7.16311,-2.46641,-4.19136
159.35,0,0,0,0,0,0,7.08652,-3.09833,-3.67434
159.445,0,0,0,0,0,0,10.8014,-4.9558,-3.40625
159.545,0,0,0,0,0,0,9.99717,-5.03239,-2.77433
159.643,0,0,0,0,0,0,7.31631,-6.21964,-1.22325
159.739,0,0,0,0,0,0,7.4312,-6.02815,-0.47643
159.84,0,0,0,0,0,0,9.17377,-6.33453,0.500176
159.938,0,0,0,0,0,0,9.5759,-6.71752,0.883158
160.036,0,0,0,0,0,0,6.20566,-6.48773,1.55337
160.135,0,0,0,0,0,0,6.93333,-6.56432,2.0704
160.23,0,0,0,0,0,0,8.50355,-5.66431,2.0321
160.33,0,0,0,0,0,0,9.32697,-5.8558,1.66827
160.425,0,0,0,0,0,0,8.73334,-5.35793,1.20869
160.522,0,0,0,0,0,0,7.83333,-5.35793,1.76401
160.619,0,0,0,0,0,0,8.61845,-4.68771,1.40018
160.72,0,0,0,0,0,0,8.84824,-4.38132,0.864009
160.814,0,0,0,0,0,0,7.75674,-3.19408,0.308684
160.915,0,0,0,0,0,0,9.84394,-2.58131,0.232088
161.01,0,0,0,0,0,0,8.06312,-3.00259,0.00229839
161.111,0,0,0,0,0,0,8.06312,-3.23238,-0.744517
161.209,0,0,0,0,0,0,8.84824,-3.826,-1.2041
161.305,0,0,0,0,0,0,8.69504,-4.01749,-1.72113
161.402,0,0,0,0,0,0,9.8823,-4.41962,-2.3722
161.5,0,0,0,0,0,0,9.17377,-3.90259,-2.10411
161.6,0,0,0,0,0,0,7.5844,-3.27067,-2.3339
161.695,0,0,0,0,0,0,7.5461,-2.7728,-2.44879
161.795,0,0,0,0,0,0,8.58015,-3.11748,-2.56369
161.891,0,0,0,0,0,0,10.8971,-3.28982,-2.48709
161.99,0,0,0,0,0,0,9.92056,-3.11748,-1.68283
162.086,0,0,0,0,0,0,8.82909,-2.17917,-1.56793
162.185,0,0,0,0,0,0,8.29291,-2.42811,-1.75942
162.28,0,0,0,0,0,0,8.61845,-2.17917,-2.1807
162.375,0,0,0,0,0,0,8.50355,-2.27492,-2.3722
162.47,0,0,0,0,0,0,9.7674,-2.19832,-2.52539
162.57,0,0,0,0,0,0,10.361,-2.6196,-2.52539
162.665,0,0,0,0,0,0,10.361,-3.40472,-3.4637
162.763,0,0,0,0,0,0,10.9355,-3.07918,-3.04241
162.854,0,0,0,0,0,0,10.4759,-3.40472,-2.2573
162.955,0,0,0,0,0,0,9.09718,-4.41962,-1.0892
163.05,0,0,0,0,0,0,8.61845,-4.53452,-0.418982
163.145,0,0,0,0,0,0,9.55675,-4.8026,0.0405968
163.243,0,0,0,0,0,0,9.67165,-4.7643,1.17039
163.34,0,0,0,0,0,0,10.112,-4.01749,1.0555
163.435,0,0,0,0,0,0,10.0738,-3.94089,1.76401
163.53,0,0,0,0,0,0,9.84394,-3.63451,1.72572
163.63,0,0,0,0,0,0,9.55675,-3.59621,1.87891
163.724,0,0,0,0,0,0,8.21632,-3.55791,2.0321
163.82,0,0,0,0,0,0,7.31631,-3.7111,1.72572
163.919,0,0,0,0,0,0,7.35461,-3.59621,1.32358
164.015,0,0,0,0,0,0,8.50355,-3.67281,0.864009
164.109,0,0,0,0,0,0,9.92056,-3.32812,0.423579
164.205,0,0,0,0,0,0,8.69504,-3.11748,0.634219
164.3,0,0,0,0,0,0,8.33121,-2.84939,0.0405968
164.397,0,0,0,0,0,0,8.33121,-2.54301,-1.05091
164.495,0,0,0,0,0,0,8.73334,-3.40472,-1.64453
164.595,0,0,0,0,0,0,9.44186,-3.51961,-2.219
164.689,0,0,0,0,0,0,9.36526,-4.30473,-2.06581
164.79,0,0,0,0,0,0,8.65675,-4.99409,-2.06581
164.885,0,0,0,0,0,0,7.5844,-5.9324,-1.47219
164.985,0,0,0,0,0,0,8.69504,-5.81751,0.0788949
165.08,0,0,0,0,0,0,7.83333,-6.37283,1.32358
165.175,0,0,0,0,0,0,8.25461,-6.08559,1.9938
165.274,0,0,0,0,0,0,8.10142,-5.9707,3.04701
165.375,0,0,0,0,0,0,8.36951,-4.57281,3.87042
165.47,0,0,0,0,0,0,7.31631,-4.13238,4.46404
165.567,0,0,0,0,0,0,7.4312,-4.18983,4.31085
165.665,0,0,0,0,0,0,9.25037,-4.22813,3.90872
165.766,0,0,0,0,0,0,8.96313,-3.63451,3.52573
