t,pos_x,vel_x,pos_y,vel_y,pos_z,vel_z,meas_ax,meas_ay,meas_az
40.255,0,0,0,0,0,0,-2.50719,0.42511,-6.39351
40.353,0,0,0,0,0,0,0.46092,-0.0153195,-2.02751
40.45,0,0,0,0,0,0,-0.802922,-0.20681,-1.87432
40.55,0,0,0,0,0,0,0.575815,0.693198,-1.75942
40.65,0,0,0,0,0,0,-1.79867,1.97619,-4.4403
40.747,0,0,0,0,0,0,1.16944,1.36341,-2.48709
40.845,0,0,0,0,0,0,1.82051,2.41662,-3.00412
40.945,0,0,0,0,0,0,2.10775,3.62301,-3.23391
41.043,0,0,0,0,0,0,0.518367,26.6402,-41.7811
41.14,0,0,0,0,0,0,7.4312,27.7509,-6.87224
41.24,0,0,0,0,0,0,19.8398,31.9829,-17.8064
41.338,0,0,0,0,0,0,8.31206,-2.54301,-9.68716
41.435,0,0,0,0,0,0,-6.94979,-33.8901,20.3961
41.535,0,0,0,0,0,0,-4.5753,-27.839,7.98748
41.635,0,0,0,0,0,0,2.77797,-16.9049,0.902307
41.735,0,0,0,0,0,0,5.53544,-5.39623,-2.14241
41.83,0,0,0,0,0,0,5.61204,0.21447,-0.0359997
41.925,0,0,0,0,0,0,4.59713,1.5932,-0.859412
42.025,0,0,0,0,0,0,-2.16251,7.41454,-15.7383
42.125,0,0,0,0,0,0,-2.354,18.8082,6.18746
42.221,0,0,0,0,0,0,-1.24335,9.36775,21.277
42.32,0,0,0,0,0,0,4.52054,9.94224,17.9642
42.42,0,0,0,0,0,0,10.0929,4.9826,4.55979
42.515,0,0,0,0,0,0,8.94398,8.2188,5.45979
42.615,0,0,0,0,0,0,8.82909,8.62093,-1.52963
42.711,0,0,0,0,0,0,9.05888,16.1273,-17.6341
42.81,0,0,0,0,0,0,14.0376,14.672,-4.76584
42.913,0,0,0,0,0,0,14.4397,7.49113,10.5918
43.01,0,0,0,0,0,0,10.0929,10.172,19.6876
43.11,0,0,0,0,0,0,7.04822,17.6019,20.4153
43.205,0,0,0,0,0,0,8.5993,9.48264,6.01512
43.305,0,0,0,0,0,0,-1.47314,12.0486,0.155491
43.4,0,0,0,0,0,0,-1.83697,9.59754,-4.84243
43.5,0,0,0,0,0,0,-2.66038,7.64432,-9.32333
43.6,0,0,0,0,0,0,-2.77528,4.67621,-11.4106
43.695,0,0,0,0,0,0,-4.80509,5.9209,-11.6403
43.79,0,0,0,0,0,0,-5.70509,7.49113,-7.56161
43.89,0,0,0,0,0,0,-7.16043,6.85921,2.22359
43.988,0,0,0,0,0,0,-5.26466,-0.551495,4.67468
44.085,0,0,0,0,0,0,-4.09657,-2.86854,2.147
44.175,0,0,0,0,0,0,-0.534834,-0.245109,-0.47643
44.275,0,0,0,0,0,0,-4.24976,-4.45792,1.24699
44.371,0,0,0,0,0,0,-11.469,-0.0536176,-0.0934471
44.472,0,0,0,0,0,0,-20.6797,4.40812,-0.361535
44.575,0,0,0,0,0,0,-15.586,7.52943,-5.35946
44.671,0,0,0,0,0,0,-11.3158,2.6464,-12.234
44.77,0,0,0,0,0,0,-10.569,-4.64941,-12.234
44.865,0,0,0,0,0,0,-7.16043,-9.22605,-9.18928
44.965,0,0,0,0,0,0,-8.97959,-12.6155,-6.29776
45.06,0,0,0,0,0,0,-5.5136,-15.0474,-2.58284
45.16,0,0,0,0,0,0,-6.18382,-12.3856,-1.0892
45.255,0,0,0,0,0,0,-6.49021,-12.941,0.0405968
45.355,0,0,0,0,0,0,-10.1285,-6.52602,1.13209
45.455,0,0,0,0,0,0,-11.5073,-0.838731,3.1236
45.55,0,0,0,0,0,0,-11.6222,2.723,2.1853
45.65,0,0,0,0,0,0,-7.44766,0.922988,0.155491
45.75,0,0,0,0,0,0,-3.84763,-0.87703,-3.94242
45.85,0,0,0,0,0,0,-0.936966,-1.85364,-5.34031
45.945,0,0,0,0,0,0,-0.305045,0.0612771,-7.84884
46.04,0,0,0,0,0,0,0.805604,2.49321,-6.91054
46.14,0,0,0,0,0,0,2.29924,3.39322,-4.05732
46.24,0,0,0,0,0,0,3.52478,9.59754,-4.99562
46.335,0,0,0,0,0,0,3.37159,4.31238,-3.98072
46.435,0,0,0,0,0,0,3.37159,4.8294,-1.2424
46.531,0,0,0,0,0,0,2.06945,5.65282,-0.380684
46.631,0,0,0,0,0,0,2.66307,3.35492,0.289535
46.73,0,0,0,0,0,0,13.2717,41.251,8.56195
46.83,0,0,0,0,0,0,23.2483,18.6933,1.95551
46.925,0,0,0,0,0,0,26.5994,5.42303,-11.4489
47.025,0,0,0,0,0,0,14.6312,-21.4049,-10.434
47.124,0,0,0,0,0,0,-1.91357,-42.2009,-1.79772
47.22,0,0,0,0,0,0,0.843902,-27.1879,6.41725
47.32,0,0,0,0,0,0,2.22264,-16.5984,7.16407
47.415,0,0,0,0,0,0,4.00351,-6.37283,5.36405
47.515,0,0,0,0,0,0,2.31839,-4.82175,5.3066
47.611,0,0,0,0,0,0,-3.06252,-6.88986,12.4684
47.712,0,0,0,0,0,0,-5.70509,-10.3176,10.63
47.81,0,0,0,0,0,0,-6.89234,-12.0026,5.86193
47.907,0,0,0,0,0,0,-6.96894,-5.54942,-0.0359997
48.005,0,0,0,0,0,0,-9.30513,-1.37491,2.37679
48.108,0,0,0,0,0,0,-7.79235,-0.0919159,7.01087
48.205,0,0,0,0,0,0,-7.19873,-0.398302,7.35556
48.3,0,0,0,0,0,0,-7.00723,-0.953626,9.36622
48.395,0,0,0,0,0,0,-8.04129,-9.45584,9.73005
48.491,0,0,0,0,0,0,-7.12213,-12.8261,5.49809
48.59,0,0,0,0,0,0,-10.3966,-16.675,3.81297
48.687,0,0,0,0,0,0,-7.88809,-11.9261,1.85976
48.785,0,0,0,0,0,0,-7.98384,-8.91966,1.18954
48.88,0,0,0,0,0,0,-7.08383,-4.11323,2.1087
48.98,0,0,0,0,0,0,-14.0732,-4.30473,6.20661
49.08,0,0,0,0,0,0,-13.0584,-0.742986,3.85127
49.175,0,0,0,0,0,0,-14.418,2.87619,4.94277
49.275,0,0,0,0,0,0,-13.7669,7.41454,4.40659
49.375,0,0,0,0,0,0,-12.3116,9.82736,4.71298
49.47,0,0,0,0,0,0,-9.15194,11.6273,2.30019
49.57,0,0,0,0,0,0,-7.75405,13.3507,0.0788949
49.667,0,0,0,0,0,0,-2.90932,11.1869,0.346983
49.765,0,0,0,0,0,0,1.24604,8.42944,0.729965
49.865,0,0,0,0,0,0,4.59713,4.44642,1.62997
49.964,0,0,0,0,0,0,5.38225,3.54641,2.72147
50.06,0,0,0,0,0,0,5.55459,3.50811,3.31509
50.16,0,0,0,0,0,0,4.80777,3.22088,4.52149
50.255,0,0,0,0,0,0,4.63543,1.97619,4.88532
50.35,0,0,0,0,0,0,4.36734,0.252768,5.01936
50.449,0,0,0,0,0,0,3.98436,-2.56216,4.90447
50.55,0,0,0,0,0,0,1.38008,-12.4431,12.9471
50.645,0,0,0,0,0,0,8.40781,-4.59196,0.672518
50.74,0,0,0,0,0,0,9.28867,-14.4729,11.1087
50.84,0,0,0,0,0,0,9.36526,-11.026,6.97258
50.935,0,0,0,0,0,0,10.2653,1.65065,5.24915
51.032,0,0,0,0,0,0,-4.3838,2.58896,20.2429
51.129,0,0,0,0,0,0,-7.90724,10.8039,18.0982
51.23,0,0,0,0,0,0,-7.7349,6.22729,14.4791
51.325,0,0,0,0,0,0,-8.92215,3.52726,13.1769
51.42,0,0,0,0,0,0,-11.0094,4.54217,9.34707
51.52,0,0,0,0,0,0,-16.218,7.62518,-0.936008
51.62,0,0,0,0,0,0,-16.6201,5.36558,-9.20843
51.715,0,0,0,0,0,0,-13.0966,-1.39406,-7.14033
51.815,0,0,0,0,0,0,-13.5754,-8.90051,-5.6084
51.913,0,0,0,0,0,0,-11.6413,-16.7325,2.1853
52.009,0,0,0,0,0,0,-9.59237,-20.7155,8.33216
52.11,0,0,0,0,0,0,-2.04761,-13.6878,8.21727
52.209,0,0,0,0,0,0,-4.4987,-7.67497,11.4535
52.305,0,0,0,0,0,0,-6.91149,-0.819582,13.828
52.405,0,0,0,0,0,0,-8.71151,0.559154,18.0024
52.505,0,0,0,0,0,0,-9.74556,-2.29407,15.7045
52.6,0,0,0,0,0,0,-5.39871,-1.75789,6.34065
52.7,0,0,0,0,0,0,-1.2625,-0.896179,1.64912
52.795,0,0,0,0,0,0,-0.362492,1.38256,-0.189193
52.894,0,0,0,0,0,0,0.786455,2.05278,0.136342
52.99,0,0,0,0,0,0,0.67156,3.8145,0.634219
53.085,0,0,0,0,0,0,1.93541,3.18258,5.51724
53.185,0,0,0,0,0,0,0.977946,4.23578,4.15765
53.282,0,0,0,0,0,0,-2.56464,9.3103,10.8407
53.375,0,0,0,0,0,0,-1.70293,10.3635,23.2302
53.475,0,0,0,0,0,0,-0.343343,26.1806,22.3876
53.575,0,0,0,0,0,0,8.73334,17.238,3.14275
53.665,0,0,0,0,0,0,7.68014,7.51028,-0.572175
53.763,0,0,0,0,0,0,0.0396389,5.55707,20.7983
53.861,0,0,0,0,0,0,-6.27957,25.6062,19.1897
53.957,0,0,0,0,0,0,-1.81782,17.7934,-2.83177
54.054,0,0,0,0,0,0,-0.228448,8.1805,-16.3128
54.153,0,0,0,0,0,0,-1.58803,-5.98985,-4.74669
54.25,0,0,0,0,0,0,-11.2966,-3.02174,28.6111
54.345,0,0,0,0,0,0,-9.78386,1.76554,29.4919
54.44,0,0,0,0,0,0,-7.37107,7.14645,22.8281
54.54,0,0,0,0,0,0,-3.79018,4.84855,11.7982
54.635,0,0,0,0,0,0,-6.06893,2.07193,-13.2489
54.732,0,0,0,0,0,0,-8.04129,-2.96429,-22.8617
54.83,0,0,0,0,0,0,-8.32852,-0.685538,-20.7362
54.922,0,0,0,0,0,0,-4.65189,4.12089,-9.59141
55.025,0,0,0,0,0,0,-5.83914,7.1273,5.68958
55.12,0,0,0,0,0,0,-12.637,13.5997,3.90872
55.215,0,0,0,0,0,0,-8.55831,9.1954,15.0535
55.315,0,0,0,0,0,0,-4.5753,11.2635,9.90241
55.41,0,0,0,0,0,0,-1.1093,11.6465,9.7875
55.505,0,0,0,0,0,0,0.23113,10.3635,5.84278
55.605,0,0,0,0,0,0,-1.70293,4.73366,-0.112596
55.702,0,0,0,0,0,0,-4.74764,-2.83024,-5.22541
55.8,0,0,0,0,0,0,-8.13703,-5.76006,-5.18712
55.895,0,0,0,0,0,0,-14.6861,-4.11323,-8.30842
55.993,0,0,0,0,0,0,-12.5988,1.93789,-9.70631
56.09,0,0,0,0,0,0,-14.3413,6.26559,-13.268
56.186,0,0,0,0,0,0,-11.852,5.36558,-13.9766
56.282,0,0,0,0,0,0,-8.73065,1.61235,-10.0318
56.38,0,0,0,0,0,0,-5.13062,-2.52386,-4.4786
56.479,0,0,0,0,0,0,-4.82423,-4.70686,5.13426
56.58,0,0,0,0,0,0,-6.47106,-3.02174,9.7492
56.67,0,0,0,0,0,0,-3.59869,-2.14088,9.51941
56.77,0,0,0,0,0,0,-1.66463,-1.31746,7.94918
56.865,0,0,0,0,0,0,0.403473,-1.12597,5.05766
56.96,0,0,0,0,0,0,0.518367,0.0804262,5.93852
57.06,0,0,0,0,0,0,-2.2391,5.86346,13.0811
57.16,0,0,0,0,0,0,-0.094405,23.4806,34.8345
57.255,0,0,0,0,0,0,18.4228,15.9359,28.2089
57.352,0,0,0,0,0,0,26.1973,13.9061,9.88328
57.452,0,0,0,0,0,0,21.3909,-21.6729,-8.8063
57.55,0,0,0,0,0,0,1.91626,-41.5689,-11.8893
57.65,0,0,0,0,0,0,-2.79443,-23.7411,4.96192
57.748,0,0,0,0,0,0,-0.343343,-4.8792,4.67468
57.845,0,0,0,0,0,0,0.0970863,-2.92599,3.31509
57.944,0,0,0,0,0,0,0.135385,-9.64733,18.2323
58.04,0,0,0,0,0,0,7.25886,-22.0943,30.5643
58.14,0,0,0,0,0,0,22.3101,-16.3687,1.74487
58.24,0,0,0,0,0,0,22.8846,-7.61752,-3.59774
58.335,0,0,0,0,0,0,4.67373,-15.7751,28.8217
58.435,0,0,0,0,0,0,-15.1839,-42.6987,11.645
58.534,0,0,0,0,0,0,-4.63274,-21.5964,-8.30842
58.631,0,0,0,0,0,0,-2.354,-9.2452,-12.6362
58.73,0,0,0,0,0,0,-1.12845,-5.18559,-8.36587
58.83,0,0,0,0,0,0,0.997098,-5.07069,10.8981
58.925,0,0,0,0,0,0,-8.23278,4.02514,13.5599
59.025,0,0,0,0,0,0,-6.03063,0.6549,9.92154
59.125,0,0,0,0,0,0,-6.73915,-0.857881,11.3195
59.22,0,0,0,0,0,0,-4.00082,1.13362,-1.49134
59.32,0,0,0,0,0,0,-0.898668,2.74215,-14.4553
59.415,0,0,0,0,0,0,0.46092,5.59537,-14.5893
59.512,0,0,0,0,0,0,0.46092,3.91025,-11.2191
59.61,0,0,0,0,0,0,2.26094,3.79535,-5.51265
59.711,0,0,0,0,0,0,2.77797,0.386812,-7.84884
59.81,0,0,0,0,0,0,3.25669,0.348514,-7.69565
59.905,0,0,0,0,0,0,6.3014,1.24852,-14.3021
60.005,0,0,0,0,0,0,11.0312,-4.99409,-17.3468
60.101,0,0,0,0,0,0,13.7313,-9.74308,-9.70631
60.2,0,0,0,0,0,0,11.5866,-4.51537,-3.29135
60.3,0,0,0,0,0,0,-3.46465,12.5082,-22.5937
60.4,0,0,0,0,0,0,-6.89234,0.00382967,-24.1256
60.495,0,0,0,0,0,0,-5.72424,-6.46858,-13.6701
60.595,0,0,0,0,0,0,-3.61784,-6.62177,-3.67434
60.69,0,0,0,0,0,0,-0.534834,-2.92599,2.60658
60.787,0,0,0,0,0,0,-5.39871,-5.8941,8.98323
60.885,0,0,0,0,0,0,-12.0626,5.19324,12.4875
60.984,0,0,0,0,0,0,-13.9584,13.6763,7.70024
61.08,0,0,0,0,0,0,-10.7605,5.38473,3.69808
61.175,0,0,0,0,0,0,-9.72641,-0.398302,-0.0168506
61.275,0,0,0,0,0,0,-10.6839,-3.04088,3.18105
61.375,0,0,0,0,0,0,-8.23278,-3.21323,4.52149
61.47,0,0,0,0,0,0,-2.43059,-0.781284,0.940605
61.57,0,0,0,0,0,0,0.173683,-0.398302,-0.553026
61.666,0,0,0,0,0,0,0.173683,-3.55791,-0.284938
61.765,0,0,0,0,0,0,1.62902,-2.58131,2.26189
61.866,0,0,0,0,0,0,1.28434,-7.65582,3.31509
61.965,0,0,0,0,0,0,-3.92423,-51.6605,7.5662
62.06,0,0,0,0,0,0,9.59505,-33.871,6.09172
62.16,0,0,0,0,0,0,11.1653,-11.275,-15.0872
62.259,0,0,0,0,0,0,4.57798,18.6742,-38.5832
62.355,0,0,0,0,0,0,3.35244,12.1826,-34.7917
62.455,0,0,0,0,0,0,10.4568,8.46774,-25.4086
62.552,0,0,0,0,0,0,16.2589,9.25285,-11.2957
62.649,0,0,0,0,0,0,12.8313,13.7912,-4.89988
62.75,0,0,0,0,0,0,6.18651,14.9593,8.08322
62.845,0,0,0,0,0,0,-4.40295,13.0827,22.4067
62.945,0,0,0,0,0,0,-11.7753,10.1911,24.877
63.044,0,0,0,0,0,0,-5.37956,10.3444,11.2428
63.143,0,0,0,0,0,0,-0.99441,5.19324,2.95126
63.24,0,0,0,0,0,0,3.44819,-3.36642,3.69808
63.338,0,0,0,0,0,0,1.16944,-3.21323,10.1513
63.434,0,0,0,0,0,0,0.537516,0.386812,12.5833
63.535,0,0,0,0,0,0,-1.1476,2.45491,15.0343
63.634,0,0,0,0,0,0,0.46092,16.204,9.36622
63.732,0,0,0,0,0,0,1.38008,6.62942,7.68109
63.83,0,0,0,0,0,0,4.36734,4.81026,-2.35305
63.93,0,0,0,0,0,0,4.76947,5.76771,-0.553026
64.027,0,0,0,0,0,0,3.65883,1.32512,-9.82118
64.128,0,0,0,0,0,0,1.68647,5.30813,-9.49567
64.225,0,0,0,0,0,0,-2.33485,5.94005,-9.62971
64.32,0,0,0,0,0,0,-5.85829,7.49113,-5.32116
64.42,0,0,0,0,0,0,-13.5562,4.71451,3.85127
64.52,0,0,0,0,0,0,-18.7648,-4.64941,4.52149
64.615,0,0,0,0,0,0,-17.1563,-4.7643,2.39594
64.715,0,0,0,0,0,0,-18.1329,3.62301,-3.44455
64.813,0,0,0,0,0,0,-5.18807,2.22512,-4.61264
64.91,0,0,0,0,0,0,-0.515685,4.06344,-3.99987
65.01,0,0,0,0,0,0,2.28009,3.43152,-3.55944
65.105,0,0,0,0,0,0,2.50988,1.47831,-3.99987
65.204,0,0,0,0,0,0,3.1035,2.07193,-5.87648
65.3,0,0,0,0,0,0,21.6399,40.1978,-16.4276
65.395,0,0,0,0,0,0,7.12482,23.7105,-25.7916
65.49,0,0,0,0,0,0,13.3865,26.985,-12.3297
65.588,0,0,0,0,0,0,27.7101,11.6273,-11.468
65.688,0,0,0,0,0,0,19.227,2.6847,4.63638
65.785,0,0,0,0,0,0,2.20349,-18.8198,20.8174
65.88,0,0,0,0,0,0,-2.25825,-21.2708,14.1343
65.977,0,0,0,0,0,0,-0.726326,-20.7347,6.99172
66.075,0,0,0,0,0,0,2.20349,-9.30265,-1.26155
66.17,0,0,0,0,0,0,2.68222,-8.2303,-3.06156
66.265,0,0,0,0,0,0,2.70137,-4.64941,-4.15306
66.365,0,0,0,0,0,0,2.43328,-10.2792,-5.47435
66.46,0,0,0,0,0,0,3.58223,-16.4069,-9.41907
66.554,0,0,0,0,0,0,4.36734,-16.2347,-0.170044
66.655,0,0,0,0,0,0,5.47799,-9.95372,4.1768
66.755,0,0,0,0,0,0,2.22264,-7.17709,0.117193
66.85,0,0,0,0,0,0,-4.28806,-15.6218,-13.2106
66.945,0,0,0,0,0,0,-5.5519,-25.139,-12.0042
67.045,0,0,0,0,0,0,-3.88593,-22.0943,2.26189
67.144,0,0,0,0,0,0,-1.01356,-20.7347,12.9279
67.245,0,0,0,0,0,0,2.95031,-24.7177,15.3408
67.338,0,0,0,0,0,0,5.89927,-25.3305,5.82363
67.435,0,0,0,0,0,0,7.04822,-26.039,-1.01261
67.535,0,0,0,0,0,0,6.85673,-24.2007,-7.04458
67.635,0,0,0,0,0,0,4.80777,-22.2474,-3.63604
67.735,0,0,0,0,0,0,0.326876,-19.8921,-0.706219
67.832,0,0,0,0,0,0,-4.99658,-12.3091,-4.80413
67.93,0,0,0,0,0,0,-7.60086,-11.5623,-5.47435
68.029,0,0,0,0,0,0,-11.5073,-13.0751,-3.08071
68.13,0,0,0,0,0,0,-9.13279,-5.39623,2.28104
68.225,0,0,0,0,0,0,-5.97318,-1.04938,0.461877
68.325,0,0,0,0,0,0,-3.13911,-5.54942,-1.49134
68.42,0,0,0,0,0,0,0.116236,-10.7388,5.80448
68.52,0,0,0,0,0,0,1.05455,-8.55583,14.6706
68.62,0,0,0,0,0,0,2.0886,-4.7643,14.5173
68.715,0,0,0,0,0,0,1.60987,-2.46641,14.5939
68.815,0,0,0,0,0,0,0.939648,-2.27492,14.345
68.915,0,0,0,0,0,0,0.518367,-7.31114,10.1322
69.012,0,0,0,0,0,0,-0.477387,-12.2134,1.22784
69.11,0,0,0,0,0,0,-1.70293,-6.18134,-6.24032
69.207,0,0,0,0,0,0,-3.15826,-3.02174,-6.50841
69.305,0,0,0,0,0,0,-4.65189,2.20597,-6.16372
69.405,0,0,0,0,0,0,-4.76679,5.28898,-2.58284
69.5,0,0,0,0,0,0,-5.24551,12.1826,4.90447
69.6,0,0,0,0,0,0,-7.10298,18.1955,4.78958
69.696,0,0,0,0,0,0,-1.89442,11.3976,-0.0934471
69.795,0,0,0,0,0,0,-4.74764,28.536,-0.150894
69.891,0,0,0,0,0,0,3.54393,28.4978,-4.5169
69.99,0,0,0,0,0,0,12.3908,21.1636,-9.59141
70.088,0,0,0,0,0,0,8.5227,-7.96221,-23.1107
70.185,0,0,0,0,0,0,3.35244,-29.7731,-33.3555
70.282,0,0,0,0,0,0,3.00776,-24.9858,-11.3149
70.38,0,0,0,0,0,0,1.11199,-20.5049,8.81089
70.475,0,0,0,0,0,0,-2.48804,-13.0367,14.1152
70.574,0,0,0,0,0,0,-7.6583,-15.5452,16.3365
70.67,0,0,0,0,0,0,-3.71359,-19.3559,4.98107
70.765,0,0,0,0,0,0,-0.19015,-9.2069,-1.81687
70.86,0,0,0,0,0,0,1.09284,-5.39623,-0.648772
70.958,0,0,0,0,0,0,3.77372,1.09533,3.96616
71.05,0,0,0,0,0,0,0.346025,-4.34302,11.7407
71.15,0,0,0,0,0,0,-4.51785,-13.4388,14.4025
71.245,0,0,0,0,0,0,-8.13703,3.35492,1.91721
71.34,0,0,0,0,0,0,-1.1859,-8.82392,1.26614
71.438,0,0,0,0,0,0,0.518367,-7.69412,-3.57859
71.535,0,0,0,0,0,0,2.012,-5.14729,-3.99987
71.63,0,0,0,0,0,0,2.012,-3.00259,-4.13391
71.725,0,0,0,0,0,0,1.53327,-4.53452,-4.3637
71.82,0,0,0,0,0,0,1.38008,-1.87279,-5.87648
71.915,0,0,0,0,0,0,1.30348,-3.51961,-5.37861
72.015,0,0,0,0,0,0,4.80777,-4.22813,-34.4853
72.11,0,0,0,0,0,0,12.2376,-28.3369,-14.8383
72.208,0,0,0,0,0,0,18.2888,-16.0432,9.27047
72.305,0,0,0,0,0,0,16.3739,6.13154,-26.5958
72.4,0,0,0,0,0,0,-2.81358,-34.4263,-20.5064
72.5,0,0,0,0,0,0,-7.50511,-21.9794,20.0131
72.6,0,0,0,0,0,0,-3.90508,-3.04088,19.9366
72.69,0,0,0,0,0,0,-2.33485,0.0612771,10.0939
72.79,0,0,0,0,0,0,-2.21995,-4.18983,3.67893
72.89,0,0,0,0,0,0,-7.14128,-9.72393,4.15765
72.985,0,0,0,0,0,0,-7.7349,-10.1643,10.7258
73.081,0,0,0,0,0,0,-10.186,-8.59413,9.7492
73.18,0,0,0,0,0,0,-8.65406,-8.86222,4.75128
73.277,0,0,0,0,0,0,-2.64123,-27.3603,-12.0999
73.375,0,0,0,0,0,0,-3.90508,-20.6197,-4.28711
73.47,0,0,0,0,0,0,-1.03271,-20.0453,0.902307
73.57,0,0,0,0,0,0,-1.1476,-17.1346,3.81297
73.665,0,0,0,0,0,0,-1.51144,-12.6921,2.62572
73.762,0,0,0,0,0,0,0.00134062,-7.54093,-2.64028
73.86,0,0,0,0,0,0,-1.81782,-11.0069,-2.64028
73.955,0,0,0,0,0,0,-5.13062,-12.6155,1.53423
74.049,0,0,0,0,0,0,-6.7583,-8.28774,7.98748
74.15,0,0,0,0,0,0,-5.91573,-1.66215,8.25557
74.245,0,0,0,0,0,0,-2.48804,6.1124,0.825711
74.345,0,0,0,0,0,0,-1.97102,7.2039,-2.98497
74.44,0,0,0,0,0,0,1.22689,3.24003,-5.6084
74.54,0,0,0,0,0,0,1.41838,4.15918,-6.31691
74.635,0,0,0,0,0,0,2.28009,3.69961,-7.17862
74.735,0,0,0,0,0,0,2.52903,2.09108,-8.23183
74.835,0,0,0,0,0,0,2.45243,1.6315,-8.11693
74.93,0,0,0,0,0,0,3.00776,-9.01541,-17.0978
75.025,0,0,0,0,0,0,2.0886,-14.7985,-10.1468
75.125,0,0,0,0,0,0,1.41838,-17.3836,3.48744
75.22,0,0,0,0,0,0,3.16095,-19.8921,12.7556
75.317,0,0,0,0,0,0,1.57157,-5.51112,6.70449
75.415,0,0,0,0,0,0,-10.3584,7.52943,-14.6851
75.515,0,0,0,0,0,0,-13.5945,13.8295,-28.5107
75.612,0,0,0,0,0,0,-11.4498,-0.149363,-21.7894
75.708,0,0,0,0,0,0,-9.43917,-1.6813,-11.3915
75.805,0,0,0,0,0,0,-8.65406,-8.1154,-4.82328
75.903,0,0,0,0,0,0,-9.63066,-10.3558,-0.112596
75.995,0,0,0,0,0,0,-8.57746,-9.64733,1.49593
76.091,0,0,0,0,0,0,-8.06044,-6.009,3.48744
76.188,0,0,0,0,0,0,-8.84555,-0.857881,8.92579
76.285,0,0,0,0,0,0,-8.32852,3.58471,13.7322
76.38,0,0,0,0,0,0,-7.90724,2.87619,15.6088
76.477,0,0,0,0,0,0,-5.01573,0.042128,12.1619
76.577,0,0,0,0,0,0,-0.324194,-2.27492,6.26406
76.67,0,0,0,0,0,0,0.135385,-4.41962,3.83212
76.767,0,0,0,0,0,0,0.0396389,-5.47282,1.76401
76.86,0,0,0,0,0,0,0.920499,-6.29623,-1.01261
76.955,0,0,0,0,0,0,3.12265,-12.4622,-2.1807
77.051,0,0,0,0,0,0,7.66099,-14.7219,-14.7233
77.15,0,0,0,0,0,0,16.1824,-4.86005,-16.1213
77.245,0,0,0,0,0,0,9.63335,11.2827,-6.39351
77.34,0,0,0,0,0,0,-2.2391,32.5573,-10.9319
77.437,0,0,0,0,0,0,-1.3008,19.5551,-12.7702
77.535,0,0,0,0,0,0,-1.49229,14.9019,-6.75734
77.63,0,0,0,0,0,0,1.26519,5.42303,-1.05091
77.725,0,0,0,0,0,0,3.31414,2.87619,-1.1658
77.82,0,0,0,0,0,0,2.52903,2.45491,-4.3637
77.915,0,0,0,0,0,0,3.60138,3.06769,-6.77649
78.015,0,0,0,0,0,0,11.9696,-0.800433,8.44706
78.11,0,0,0,0,0,0,-1.81782,25.7211,-18.8596
78.205,0,0,0,0,0,0,6.83758,7.1273,-7.86799
78.301,0,0,0,0,0,0,-4.21146,-3.06003,-42.1258
78.4,0,0,0,0,0,0,-2.04761,45.8468,-22.7852
78.495,0,0,0,0,0,0,-1.33909,27.4062,3.60233
78.59,0,0,0,0,0,0,-50.6098,-24.507,65.5497
78.69,0,0,0,0,0,0,3.75457,-0.723837,1.57252
78.795,0,0,0,0,0,0,3.52478,0.329365,0.595921
78.886,0,0,0,0,0,0,-1.1859,2.05278,1.13209
78.975,0,0,0,0,0,0,-12.8669,5.46133,1.0938
79.081,0,0,0,0,0,0,-14.6861,21.2402,-12.9617
79.18,0,0,0,0,0,0,-12.1201,24.17,-7.86799
79.28,0,0,0,0,0,0,-6.94979,17.87,1.72572
79.375,0,0,0,0,0,0,-4.69019,14.5572,8.79174
79.471,0,0,0,0,0,0,-4.80509,-6.88986,9.57686
79.57,0,0,0,0,0,0,-7.6583,-13.5154,3.94701
79.665,0,0,0,0,0,0,-7.06468,-17.1921,0.519325
79.765,0,0,0,0,0,0,-8.67321,-13.9559,-2.58284
79.861,0,0,0,0,0,0,-7.14128,-6.88986,-2.65943
79.96,0,0,0,0,0,0,-5.99233,-1.70045,-1.83602
80.06,0,0,0,0,0,0,-3.50294,1.11447,0.117193
80.16,0,0,0,0,0,0,-3.23486,1.22937,0.00229839
80.255,0,0,0,0,0,0,-3.52209,0.99958,2.85551
80.355,0,0,0,0,0,0,-6.47106,2.16768,12.9471
80.45,0,0,0,0,0,0,-0.975264,-3.55791,21.928
80.55,0,0,0,0,0,0,0.863051,-10.1643,18.5769
80.644,0,0,0,0,0,0,5.13331,-12.041,16.145
80.745,0,0,0,0,0,0,6.28226,-13.1708,9.42366
80.843,0,0,0,0,0,0,3.37159,-11.5623,-4.17221
80.94,0,0,0,0,0,0,-2.81358,-7.11965,-13.3064
81.04,0,0,0,0,0,0,-6.01148,-6.009,-12.2148
81.14,0,0,0,0,0,0,-4.537,-4.89835,-3.92327
81.239,0,0,0,0,0,0,-0.19015,-4.82175,1.45763
81.335,0,0,0,0,0,0,0.346025,-3.28982,4.90447
81.435,0,0,0,0,0,0,-2.94762,3.29747,9.50026
81.53,0,0,0,0,0,0,-2.71783,11.3593,23.9961
81.629,0,0,0,0,0,0,0.614113,18.1572,24.877
81.725,0,0,0,0,0,0,6.78013,6.34218,8.60025
81.82,0,0,0,0,0,0,6.3397,13.4465,12.2961
81.92,0,0,0,0,0,0,5.45884,15.5912,23.977
82.015,0,0,0,0,0,0,5.78438,5.88261,34.8345
